81.163.101.8 - - [05/Nov/2014 08:29:12] "GET /promo4users?key=%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%B3%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%BE%D0%B2 HTTP/1.0" 200 36585 0.0034
81.163.101.8 - - [05/Nov/2014 08:29:14] "GET /css/jquery-ui.css HTTP/1.0" 200 32084 0.0027
81.163.101.8 - - [05/Nov/2014 08:29:14] "GET /css/bg.css HTTP/1.0" 200 5377 0.0009
81.163.101.8 - - [05/Nov/2014 08:29:14] "GET /css/selectize.default.css HTTP/1.0" 200 11947 0.0012
81.163.101.8 - - [05/Nov/2014 08:29:15] "GET /js/jquery.validate.min.js HTTP/1.0" 200 21068 0.0012
81.163.101.8 - - [05/Nov/2014 08:29:15] "GET /js/addons/notify.min.js HTTP/1.0" 200 2595 0.0010
81.163.101.8 - - [05/Nov/2014 08:29:15] "GET /js/addons/sticky.min.js HTTP/1.0" 200 3254 0.0012
81.163.101.8 - - [05/Nov/2014 08:29:15] "GET /js/jquery.viewport.mini.js HTTP/1.0" 200 1203 0.0029
81.163.101.8 - - [05/Nov/2014 08:29:15] "GET /js/selectize.min.js HTTP/1.0" 200 38075 0.0009
81.163.101.8 - - [05/Nov/2014 08:29:16] "GET /js/combodate.js HTTP/1.0" 200 17669 0.0012
81.163.101.8 - - [05/Nov/2014 08:29:16] "GET /img/question.png HTTP/1.0" 200 21302 0.0012
81.163.101.8 - - [05/Nov/2014 08:29:17] "GET /img/free.png HTTP/1.0" 200 29235 0.0012
81.163.101.8 - - [05/Nov/2014 08:29:17] "GET /img/bp.gif HTTP/1.0" 200 8032 0.0012
81.163.101.8 - - [05/Nov/2014 08:29:18] "GET /img/hs.png HTTP/1.0" 200 60743 0.0013
81.163.101.8 - - [05/Nov/2014 08:29:18] "GET /img/div_pattern.png HTTP/1.0" 200 22487 0.0018
81.163.101.8 - - [05/Nov/2014 08:29:19] "GET /img/ui-bg_flat_75_ffffff_40x100.png HTTP/1.0" 200 178 0.0012
85.192.188.35 - - [05/Nov/2014 08:31:20] "GET /promo4users?key=%D1%80%D0%B0%D0%B7%D0%B2%D0%B0%D0%BB%20%D1%81%D1%85%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5 HTTP/1.0" 200 36581 0.0052
85.192.188.35 - - [05/Nov/2014 08:31:21] "GET /css/notify.almost-flat.min.css HTTP/1.0" 200 1174 0.0013
85.192.188.35 - - [05/Nov/2014 08:31:21] "GET /css/jquery-ui.css HTTP/1.0" 200 32084 0.0013
